id,orthography,reading,masteryKey,bccwjRank,bccwjOrigin,edictCommon,inKyoikuBasicVocab,inRokusyuTaisyo,rawPos,verbClass,endingGroup,teFormPattern,transitivity,englishPrimary,englishGlosses,alternateSpellings,sameSpellingOtherReadings,allowedInflections,inflectionNotes,dictionary_jp,dictionary_reading,polite_jp,polite_reading,politePast_jp,politePast_reading,politeNegative_jp,politeNegative_reading,negative_jp,negative_reading,past_jp,past_reading,te_jp,te_reading,potential_jp,potential_reading,passive_jp,passive_reading,causative_jp,causative_reading,causativePassive_jp,causativePassive_reading,volitional_jp,volitional_reading,ba_jp,ba_reading,tara_jp,tara_reading,imperative_jp,imperative_reading,prohibitive_jp,prohibitive_reading
verb-0589,崩す,くずす,崩す,4688,和,True,True,True,v5s,godan,su,godan-して,transitive,destroy,destroy | pull down | make change (money),,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,崩す,くずす,崩します,くずします,崩しました,くずしました,崩しません,くずしません,崩さない,くずさない,崩した,くずした,崩して,くずして,崩せる,くずせる,崩される,くずされる,崩させる,くずさせる,崩させられる,くずさせられる,崩そう,くずそう,崩せば,くずせば,崩したら,くずしたら,崩せ,くずせ,崩すな,くずすな
verb-0590,鳴く,なく,鳴く,4712,和,True,True,True,v5k,godan,ku,godan-いて,unspecified,sing (bird),sing (bird) | bark | purr | make sound (animal),啼く,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,鳴く,なく,鳴きます,なきます,鳴きました,なきました,鳴きません,なきません,鳴かない,なかない,鳴いた,ないた,鳴いて,ないて,鳴ける,なける,鳴かれる,なかれる,鳴かせる,なかせる,鳴かせられる,なかせられる,鳴こう,なこう,鳴けば,なけば,鳴いたら,ないたら,鳴け,なけ,鳴くな,なくな
verb-0591,落ち込む,おちこむ,落ち込む,4720,和,True,True,False,v5m,godan,mu,godan-んで,intransitive,feel down (sad),"feel down (sad) | be in a slump (e.g. business, economy) | be in an unfavourable condition | fall into (e.g. a hole)",落込む,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,落ち込む,おちこむ,落ち込みます,おちこみます,落ち込みました,おちこみました,落ち込みません,おちこみません,落ち込まない,おちこまない,落ち込んだ,おちこんだ,落ち込んで,おちこんで,落ち込める,おちこめる,落ち込まれる,おちこまれる,落ち込ませる,おちこませる,落ち込ませられる,おちこませられる,落ち込もう,おちこもう,落ち込めば,おちこめば,落ち込んだら,おちこんだら,落ち込め,おちこめ,落ち込むな,おちこむな
verb-0592,仕上げる,しあげる,仕上げる,4722,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,finish up,finish up | complete,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,仕上げる,しあげる,仕上げます,しあげます,仕上げました,しあげました,仕上げません,しあげません,仕上げない,しあげない,仕上げた,しあげた,仕上げて,しあげて,仕上げられる,しあげられる,仕上げられる,しあげられる,仕上げさせる,しあげさせる,仕上げさせられる,しあげさせられる,仕上げよう,しあげよう,仕上げれば,しあげれば,仕上げたら,しあげたら,仕上げろ,しあげろ,仕上げるな,しあげるな
verb-0593,名乗る,なのる,名乗る,4731,和,True,True,False,v5r,godan,ru,godan-って,intransitive,"call oneself (name, label, etc.)","call oneself (name, label, etc.) | give one's name (as) | impersonate or claim (to be someone)",名のる | 名告る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,名乗る,なのる,名乗ります,なのります,名乗りました,なのりました,名乗りません,なのりません,名乗らない,なのらない,名乗った,なのった,名乗って,なのって,名乗れる,なのれる,名乗られる,なのられる,名乗らせる,なのらせる,名乗らせられる,なのらせられる,名乗ろう,なのろう,名乗れば,なのれば,名乗ったら,なのったら,名乗れ,なのれ,名乗るな,なのるな
verb-0594,帯びる,おびる,帯びる,4732,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,"wear (sword, decoration, etc.)","wear (sword, decoration, etc.) | carry | be entrusted (e.g. with a mission) | take on | have a trace of | be tinged with",,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,帯びる,おびる,帯びます,おびます,帯びました,おびました,帯びません,おびません,帯びない,おびない,帯びた,おびた,帯びて,おびて,帯びられる,おびられる,帯びられる,おびられる,帯びさせる,おびさせる,帯びさせられる,おびさせられる,帯びよう,おびよう,帯びれば,おびれば,帯びたら,おびたら,帯びろ,おびろ,帯びるな,おびるな
verb-0595,足る,たる,足る,4743,和,True,True,True,v5r,godan,ru,godan-って,intransitive,be sufficient,be sufficient | be enough | be worthy of,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,足る,たる,足ります,たります,足りました,たりました,足りません,たりません,足らない,たらない,足った,たった,足って,たって,足れる,たれる,足られる,たられる,足らせる,たらせる,足らせられる,たらせられる,足ろう,たろう,足れば,たれば,足ったら,たったら,足れ,たれ,足るな,たるな
verb-0596,見回す,みまわす,見回す,4744,和,False,True,True,v5s,godan,su,godan-して,transitive,look around,look around | survey,見廻す | 見まわす,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,見回す,みまわす,見回します,みまわします,見回しました,みまわしました,見回しません,みまわしません,見回さない,みまわさない,見回した,みまわした,見回して,みまわして,見回せる,みまわせる,見回される,みまわされる,見回させる,みまわさせる,見回させられる,みまわさせられる,見回そう,みまわそう,見回せば,みまわせば,見回したら,みまわしたら,見回せ,みまわせ,見回すな,みまわすな
verb-0597,焦る,あせる,焦る,4750,和,True,True,True,v5r,godan,ru,godan-って,intransitive,be in a hurry,be in a hurry | be impatient | be flustered | lose one's presence of mind | be surprised,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,焦る,あせる,焦ります,あせります,焦りました,あせりました,焦りません,あせりません,焦らない,あせらない,焦った,あせった,焦って,あせって,焦れる,あせれる,焦られる,あせられる,焦らせる,あせらせる,焦らせられる,あせらせられる,焦ろう,あせろう,焦れば,あせれば,焦ったら,あせったら,焦れ,あせれ,焦るな,あせるな
verb-0598,見込む,みこむ,見込む,4753,和,True,True,False,v5m,godan,mu,godan-んで,transitive,anticipate,anticipate | estimate | expect,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,見込む,みこむ,見込みます,みこみます,見込みました,みこみました,見込みません,みこみません,見込まない,みこまない,見込んだ,みこんだ,見込んで,みこんで,見込める,みこめる,見込まれる,みこまれる,見込ませる,みこませる,見込ませられる,みこませられる,見込もう,みこもう,見込めば,みこめば,見込んだら,みこんだら,見込め,みこめ,見込むな,みこむな
verb-0599,思い込む,おもいこむ,思い込む,4759,和,True,True,True,v5m,godan,mu,godan-んで,intransitive,be under impression that,be under impression that | be convinced that | imagine that | set one's heart on | be bent on,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,思い込む,おもいこむ,思い込みます,おもいこみます,思い込みました,おもいこみました,思い込みません,おもいこみません,思い込まない,おもいこまない,思い込んだ,おもいこんだ,思い込んで,おもいこんで,思い込める,おもいこめる,思い込まれる,おもいこまれる,思い込ませる,おもいこませる,思い込ませられる,おもいこませられる,思い込もう,おもいこもう,思い込めば,おもいこめば,思い込んだら,おもいこんだら,思い込め,おもいこめ,思い込むな,おもいこむな
verb-0600,貫く,つらぬく,貫く,4771,和,True,True,True,v5k,godan,ku,godan-いて,transitive,go through,go through | pierce | penetrate | carry out | persist | keep (faith) | stick to (principles) | maintain (independence),,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,貫く,つらぬく,貫きます,つらぬきます,貫きました,つらぬきました,貫きません,つらぬきません,貫かない,つらぬかない,貫いた,つらぬいた,貫いて,つらぬいて,貫ける,つらぬける,貫かれる,つらぬかれる,貫かせる,つらぬかせる,貫かせられる,つらぬかせられる,貫こう,つらぬこう,貫けば,つらぬけば,貫いたら,つらぬいたら,貫け,つらぬけ,貫くな,つらぬくな
